"Share of RES in total generation (%)","9.33","6.23","21.58","0.22","0.15","9.76"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","27.62","10.56","32.65","5.43","12.61","18.99"
