"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5780","0","115.4","58.9","1.3","216"
"","Haryana","7129","0","130.0","89.0","-1.5","156"
"","Rajasthan","8653","0","188.9","51.7","1.1","213"
"","Delhi","4430","0","92.6","75.6","-1.8","123"
"","UP","13667","1810","297.3","120.2","1.8","454"
"","Uttarakhand","1911","0","38.6","26.1","1.2","238"
"","HP","1228","16","25.3","12.5","1.7","241"
"","J&K","2129","532","42.8","23.9","1.3","227"
"","Chandigarh","261","0","5.1","5.1","0.3","26"
"WR","Chhattisgarh","3828","0","89.8","32.3","0.3","263"
"","Gujarat","14125","0","310.5","62.7","1.1","393"
"","MP","8171","0","180.8","112.9","-3.7","216"
"","Maharashtra","21","0","455.7","133.1","-3.5","496"
"","Goa","448","0","9.9","8.8","0.9","66"
"","DD","306","0","6.8","6.8","0.0","38"
"","DNH","721","0","16.6","17.0","-0.3","12"
"","Essar steel","593","0","12.6","12.4","0.2","159"
"SR","Andhra Pradesh","7204","0","158.1","22.9","0.7","616"
"","Telangana","6473","0","147.1","95.3","1.1","253"
"","Karnataka","9202","0","212.6","65.2","3.0","378"
"","Kerala","3776","145","77.3","56.1","1.5","187"
"","Tamil Nadu","14781","0","338.1","152.2","0.6","529"
"","Pondy","337","0","7.6","7.7","-0.1","28"
"ER","Bihar","3501","200","70.2","65.5","0.1","360"
"","DVC","3121","0","64.0","-35.2","-1.4","300"
"","Jharkhand","1227","58","22.1","16.1","2.4","180"
"","Odisha","3706","0","87.5","27.8","1.3","280"
"","West Bengal","7822","0","164.3","48.0","1.5","320"
"","Sikkim","61","0","1.0","0.7","0.3","35"
"NER","Arunachal Pradesh","113","0","1.9","2.1","-0.1","42"
"","Assam","1155","194","17.7","12.8","0.8","162"
"","Manipur","124","1","1.2","2.1","-0.9","26"
"","Meghalaya","250","0","4.3","0.3","0.4","88"
"","Mizoram","77","1","1.2","1.3","-0.1","27"
"","Nagaland","93","1","1.8","1.8","0.0","37"
"","Tripura","273","1","3.8","2.5","1.3","102"
