"Share of RES in total generation (%)","9.40","8.28","17.00","0.17","0.10","9.47"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","26.73","12.23","29.94","3.65","12.74","18.49"
