"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW) (at 1900 hrs; from RLDCs)","37224","46570","42665","18005","2454","146918"
"Peak Shortage (MW)","374","0","0","0","40","414"
"Energy Met (MU)","834","1081","974","366","43","3298"
"Hydro Gen (MU)","102","20","79","17","5","223"
"Wind Gen (MU)","16","83","35","----------","----------","134"
"Solar Gen (MU)*","19.94","23.16","67.36","0.78","0.04","111"
"Energy Shortage (MU)","7.2","0.4","0.0","0.0","0.3","7.9"
"Maximum Demand Met during the day (MW) & time (from NLDC SCADA)","39568","53809","44739","18945","2510","154755"
"","11:31","09:39","09:42","19:08","18:20","09:34"
