"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.00","0.47","11.16","11.63","67.69","20.68"
"SR GRID","0.00","0.00","0.47","11.16","11.63","67.69","20.68"
