"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW) (at 1900 hrs; from RLDCs)","42531","47325","35163","18377","2286","145682"
"Peak Shortage (MW)","531","0","0","0","34","565"
"Energy Met (MU)","830","1131","783","342","40","3127"
"Hydro Gen (MU)","132","58","88","39","10","327"
"Wind Gen (MU)","13","71","39","----------","----------","122"
"Solar Gen (MU)*","30.58","17.82","35.29","2.01","0.04","86"
"Energy Shortage (MU)","13.7","0.0","0.0","0.0","0.5","14.2"
"Maximum Demand Met during the day (MW) & time (from NLDC SCADA)","42849","52276","37003","18485","2426","148420"
"","18:20","10:32","18:41","18:28","17:30","18:23"
