"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","178.7","-171.5","93.6","-99.5","-1.5","-0.1"
"Actual(MU)","175.6","-175.8","98.5","-100.9","-3.1","-5.7"
"O/D/U/D(MU)","-3.1","-4.3","4.8","-1.4","-1.6","-5.6"
