"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","7928","0","174.2","54.3","-0.8","128","0.0"
"","Haryana","7239","516","154.3","85.1","1.8","312","2.5"
"","Rajasthan","8791","735","202.4","71.8","5.9","425","20.5"
"","Delhi","4354","0","92.5","67.8","-1.3","71","0.0"
"","UP","15744","690","358.3","168.9","1.2","595","13.7"
"","Uttarakhand","1920","0","39.4","14.7","-0.1","107","0.0"
"","HP","1299","0","25.4","10.1","0.6","96","0.0"
"","J&K","2163","541","41.1","30.2","-0.2","157","9.7"
"","Chandigarh","223","0","4.5","4.9","-0.4","5","0.0"
"WR","Chhattisgarh","3604","0","79.9","19.0","-1.9","225","0.0"
"","Gujarat","16927","0","367.1","107.0","3.7","913","0.0"
"","MP","8760","0","194.5","116.6","4.6","531","0.0"
"","Maharashtra","19246","788","410.0","140.7","-2.3","344","8.8"
"","Goa","499","0","9.9","9.2","0.4","90","0.0"
"","DD","341","0","7.5","6.5","1.0","81","0.0"
"","DNH","758","0","16.3","15.6","0.7","146","0.0"
"","Essar steel","268","0","4.7","4.8","-0.1","130","0.0"
"SR","Andhra Pradesh","7008","0","144.4","39.0","3.4","411","0.0"
"","Telangana","6825","0","150.8","52.8","-1.8","348","0.0"
"","Karnataka","7276","0","137.7","38.6","2.9","646","0.0"
"","Kerala","3367","0","67.1","42.4","1.2","204","0.0"
"","Tamil Nadu","13479","0","284.4","125.5","3.1","581","0.0"
"","Pondy","336","0","7.2","7.3","-0.1","39","0.0"
"ER","Bihar","4646","0","89.7","81.8","0.7","385","0.5"
"","DVC","2571","200","62.3","-15.6","3.6","365","0.6"
"","Jharkhand","1040","0","21.6","16.4","1.2","156","0.0"
"","Odisha","4620","0","88.3","34.4","2.4","398","0.0"
"","West Bengal","8075","0","152.3","56.9","1.9","412","0.0"
"","Sikkim","97","0","1.3","0.9","0.4","20","0.0"
"NER","Arunachal Pradesh","119","5","2.5","2.5","0.0","6","0.1"
"","Assam","1685","100","31.6","24.0","1.9","188","1.3"
"","Manipur","160","2","2.1","2.3","-0.2","14","0.1"
"","Meghalaya","260","0","4.6","-0.9","0.5","55","0.0"
"","Mizoram","78","2","1.3","1.3","-0.1","7","0.0"
"","Nagaland","111","1","1.9","1.7","0.0","16","0.1"
"","Tripura","266","1","4.4","4.1","-0.2","55","0.0"
