"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","9530","0","208.5","101.5","0.8","268"
"","Haryana","7792","0","157.0","117.3","-1.4","346"
"","Rajasthan","9627","0","211.3","60.8","2.2","325"
"","Delhi","5733","0","115.6","93.2","-0.7","302"
"","UP","15319","115","314.9","140.0","-3.5","313"
"","Uttarakhand","1809","40","37.9","19.2","1.4","470"
"","HP","1217","18","25.7","5.5","0.9","183"
"","J&K","1627","287","30.4","16.2","-7.6","0"
"","Chandigarh","289","0","6.1","6.2","0.3","23"
"WR","Chhattisgarh","3223","0","74","23","2","580"
"","Gujarat","14098","0","314","65","-4","490"
"","MP","7090","0","155","107","-1","552"
"","Maharashtra","18448","0","423","128","2","490"
"","Goa","415","0","9","8","1","26"
"","DD","316","0","7","7","0","55"
"","DNH","761","0","17","18","0","153"
"","Essar steel","718","0","11","11","0","206"
"SR","Andhra Pradesh","6735","0","148","16.8","1.6","789"
"","Telangana","6031","0","129","71.8","0.5","532"
"","Karnataka","7551","0","154","51.3","4.3","601"
"","Kerala","3334","0","63","48.2","2.2","195"
"","Tamil Nadu","14640","0","312","122.2","-2.4","715"
"","Pondy","356","0","8","7.7","0.0","46"
"ER","Bihar","3301","0","64","64.9","-2.8","300"
"","DVC","2540","0","56","-29.1","-1.8","250"
"","Jharkhand","980","0","21","16.2","-0.6","200"
"","Odisha","3824","0","76","26.9","0.0","300"
"","West Bengal","7533","0","141","37.5","0.7","320"
"","Sikkim","95","0","1","1.2","0.3","15"
"NER","Arunachal Pradesh","97","3","2","1.3","0.7","68"
"","Assam","1488","59","27","18.7","3.6","313"
"","Manipur","137","0","2","1.5","0.6","74"
"","Meghalaya","267","0","5","-0.7","1.1","79"
"","Mizoram","76","0","1","0.9","0.3","27"
"","Nagaland","108","0","2","1.8","0.0","31"
"","Tripura","257","1","4","1.9","1.8","121"
