"","NR","WR","SR","ER","NER","All India"
"Thermal (Coal & Lignite)","544","1095","432","385","8","2464"
"Hydro","354","44","174","120","27","720"
"Nuclear","28","27","24","0","0","80"
"Gas, Naptha & Diesel","16","41","22","0","17","97"
"RES (Wind, Solar, Biomass & Others)","41","61","243","1","0","346"
"Total","984","1268","896","506","52","3706"
