"","NR","WR","SR","ER","NER"
"Schedule(MU)","102.9","-95.5","36.0","-49.3","5.6"
"Actual(MU)","99.8","-100.4","37.5","-47.2","6.1"
"O/D/U/D(MU)","-3.1","-4.9","1.5","2.1","0.5"
