"","NR","WR","SR","ER","NER"
"Schedule(MU)","91.3","-90.5","39.1","-46.1","8.7"
"Actual(MU)","90.8","-106.5","39.3","-34.6","12.6"
"O/D/U/D(MU)","-0.5","-16.0","0.2","11.5","3.9"
