"","NR","WR","SR","ER","NER"
"Schedule(MU)","97.2","-70.5","42.2","-76.8","6.7"
"Actual(MU)","87.6","-64.6","42.2","-66.5","1.9"
"O/D/U/D(MU)","-9.6","5.9","0.0","10.3","-4.8"
