"","NR","WR","SR","ER","NER","All India"
"Coal","479","1181","583","443","8","2694"
"Lignite","21","15","55","0","0","91"
"Hydro","126","27","87","31","3","275"
"Nuclear","24","31","36","0","0","91"
"Gas, Naptha & Diesel","26","41","18","0","29","113"
"RES (Wind, Solar, Biomass & Others)","66","48","141","1","0","256"
"Total","742","1342","919","475","41","3519"
