"Share of RES in total generation (%)","8.37","5.38","16.74","0.21","0.05","8.16"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","30.01","9.17","29.49","5.77","7.32","18.49"
