"","NR","WR","SR","ER","NER"
"Schedule(MU)","132.8","-110.2","39.3","-67.3","5.5"
"Actual(MU)","109.7","-100.8","39.0","-56.9","8.0"
"O/D/U/D(MU)","-23.1","9.4","-0.3","10.4","2.5"
