"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","184.4","-202.4","76.8","-61.2","5.7","3.2"
"Actual(MU)","164.0","-208.8","82.4","-55.5","3.5","-14.4"
"O/D/U/D(MU)","-20.4","-6.4","5.6","5.7","-2.2","-17.6"
