"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4265","0","87.1","41.6","0.0","217"
"","Haryana","5700","0","102.6","74.1","-1.3","179"
"","Rajasthan","9827","0","201.3","74.1","3.0","305"
"","Delhi","2874","0","54.3","39.5","0.5","138"
"","UP","12700","0","255.7","92.2","0.6","326"
"","Uttarakhand","1728","0","30.4","18.6","0.6","181"
"","HP","1260","13","23.4","16.2","0.9","211"
"","J&K","2000","500","42.0","34.1","0.8","195"
"","Chandigarh","161","0","3.0","3.1","-0.1","13"
"WR","Chhattisgarh","3014","0","64.5","15.8","-0.6","113"
"","Gujarat","12384","9","265.8","66.3","-0.3","434"
"","MP","10088","0","214.1","130.2","-2.5","171"
"","Maharashtra","20000","0","422.7","112.5","-1.5","495"
"","Goa","423","0","8.6","8.4","-0.3","49"
"","DD","291","0","6.3","6.5","-0.2","29"
"","DNH","724","0","16.5","16.8","-0.4","5"
"","Essar steel","782","0","8.6","8.9","-0.3","172"
"SR","Andhra Pradesh","7170","0","159.6","25.5","2.8","457"
"","Telangana","6812","0","139.1","65.9","2.6","262"
"","Karnataka","8875","0","198.6","67.0","6.1","728"
"","Kerala","3476","0","65.5","51.8","3.0","304"
"","Tamil Nadu","13472","0","285.3","143.8","4.2","937"
"","Pondy","307","0","6.3","6.7","-0.3","38"
"ER","Bihar","3405","0","62.5","63.8","-4.9","0"
"","DVC","2415","0","58.1","-32.0","-1.7","50"
"","Jharkhand","1148","0","20.9","13.8","1.3","150"
"","Odisha","3899","0","70.0","22.5","2.3","200"
"","West Bengal","6783","0","103.7","20.5","2.8","100"
"","Sikkim","94","0","1.4","1.2","0.2","15"
"NER","Arunachal Pradesh","123","0","1.7","1.6","0.2","35"
"","Assam","1365","25","22.1","16.3","1.3","149"
"","Manipur","129","1","2.0","2.1","-0.1","21"
"","Meghalaya","261","2","4.3","3.3","-0.2","15"
"","Mizoram","85","0","1.4","0.9","0.5","27"
"","Nagaland","106","1","1.8","1.6","0.1","17"
"","Tripura","225","0","3.7","2.5","0.6","76"
