"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4607","0","96.4","42.8","-0.4","174"
"","Haryana","6010","0","108.7","73.7","-1.3","386"
"","Rajasthan","9971","0","206.1","68.2","2.4","268"
"","Delhi","3161","0","59.3","43.5","1.4","560"
"","UP","12943","90","266.3","87.3","2.0","470"
"","Uttarakhand","1709","0","33.7","20.4","0.7","156"
"","HP","1315","0","24.1","16.9","0.7","103"
"","J&K","1775","444","36.7","32.9","-3.1","66"
"","Chandigarh","176","0","3.3","3.2","0.0","21"
"WR","Chhattisgarh","3039","0","66.4","15.0","0.6","293"
"","Gujarat","12603","0","272.0","68.8","-3.5","465"
"","MP","9895","0","215.4","137.9","-2.3","89"
"","Maharashtra","20805","0","430.6","112.8","0.1","292"
"","Goa","413","0","8.6","8.6","-0.6","-13"
"","DD","300","0","6.6","6.7","-0.1","32"
"","DNH","737","0","16.3","16.8","-0.5","11"
"","Essar steel","448","0","8.6","8.5","0.1","180"
"SR","Andhra Pradesh","7232","0","159.3","21.1","1.5","328"
"","Telangana","6971","0","144.7","68.5","1.6","471"
"","Karnataka","9095","500","206.0","78.0","5.7","797"
"","Kerala","3435","0","64.3","49.7","2.6","484"
"","Tamil Nadu","13674","0","292.8","152.2","0.1","614"
"","Pondy","324","0","6.6","7.1","-0.4","19"
"ER","Bihar","3509","0","63.6","61.7","-0.4","150"
"","DVC","2389","0","58.0","-37.5","-0.2","200"
"","Jharkhand","1076","0","21.2","15.0","0.3","85"
"","Odisha","3917","0","66.6","19.7","-0.3","200"
"","West Bengal","6838","0","107.5","25.9","0.2","225"
"","Sikkim","92","0","1.2","1.0","0.2","10"
"NER","Arunachal Pradesh","123","4","1.9","1.8","0.1","17"
"","Assam","1432","20","24.5","17.6","2.0","141"
"","Manipur","122","3","1.9","2.0","-0.1","11"
"","Meghalaya","255","2","4.2","4.0","-0.6","19"
"","Mizoram","78","2","1.3","1.1","0.1","12"
"","Nagaland","104","1","1.7","1.7","0.0","22"
"","Tripura","213","6","3.3","2.9","-0.1","61"
