"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW) (at 2000 hrs; from RLDCs)","51752","38227","37442","19171","2512","149104"
"Peak Shortage (MW)","2500","39","15","0","152","2707"
"Energy Met (MU)","1207","867","940","394","48","3457"
"Hydro Gen(MU)","375","22","46","109","24","576"
"Wind Gen(MU)","10","108","176","----------","----------","294"
"Solar Gen (MU)*","2.92","4.38","25.90","1.29","0.02","35"
"Energy Shortage (MU)","18.4","0.7","0.0","0.0","1.3","20.4"
"Maximum Demand Met during the day (MW) (from NLDC SCADA)","53507","38544","39308","19991","2650","150839"
