"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","253.8","-236.4","47.6","-53.1","-11.5","0.5"
"Actual(MU)","232.7","-253.0","59.5","-29.9","-12.5","-3.2"
"O/D/U/D(MU)","-21.1","-16.6","11.8","23.2","-1.0","-3.7"
