"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","2.57","13.76","36.03","52.36","41.24","6.40"
"SR GRID","0.00","2.57","13.76","36.03","52.36","41.24","B. Frequency Profile (%)6.40"
