"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","7361","0","143.1","109.9","-1.6","129"
"","Haryana","5580","0","113.6","97.0","-3.0","446"
"","Rajasthan","6156","0","142.7","59.1","-6.4","96"
"","Delhi","3852","14","81.1","66.7","-2.7","384"
"","UP","8835","1440","202.3","96.4","-4.8","174"
"","Uttarakhand","958","0","17.1","14.4","1.7","207"
"","HP","1095","0","22.0","2.1","2.6","269"
"","J&K","1205","100","26.3","14.2","-1.3","94"
"","Chandigarh","232","0","4.5","4.1","0.4","232"
"WR","Chhattisgarh","2579","329","58.6","13.8","1.0","446"
"","Gujarat","9183","120","199.1","36.8","0.9","504"
"","MP","5253","50","104.5","44.9","-7.9","206"
"","Maharashtra","13946","304","305.4","83.1","5.8","798"
"","Goa","384","4","7.6","9.3","-2.1","41"
"","DD","253","2","5.9","5.1","0.8","96"
"","DNH","613","5","14.1","11.2","2.9","78"
"SR","Andhra Pradesh","10660","1000","233.3","77.7","1.3","270"
"","Karnataka","7188","600","146.8","18.3","1.0","311"
"","Kerala","2847","125","49.8","27.7","2.4","269"
"","Tamil Nadu","11319","577","257.0","67.1","0.5","258"
"","Pondy","303","20","6.6","6.9","-0.3","36"
"ER","Bihar","2031","300","40.6","41.9","-1.3","140"
"","DVC","2537","0","58.8","-21.6","-1.7","160"
"","Jharkhand","1090","0","19.3","13.5","-1.6","80"
"","Odisha","3458","0","73.0","15.6","0.3","180"
"","West Bengal","6684","26","137.9","38.4","6.7","370"
"","Sikkim","84","0","1.1","1.0","0.1","14"
"NER","Arunachal Pradesh","106","4","1.3","1.5","-0.1","32"
"","Assam","1062","195","22.3","14.2","2.2","122"
"","Manipur","100","5","1.4","1.8","-0.4","49"
"","Meghalaya","220","20","4.0","1.3","-0.2","63"
"","Mizoram","46","4","1.0","1.0","0.0","4"
"","Nagaland","82","6","1.4","1.3","-0.1","25"
"","Tripura","189","39","2.9","1.5","0.0","72"
