"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW)","39382","37065","34239","15800","2098","128584"
"Peak Shortage (MW)","3430","169","500","550","260","4909"
"Energy Met (MU)","837","811","798","339","39","2824"
"Hydro Gen(MU)","238","116","149","91","20","614"
"Wind Gen(MU)","11","24","75","----------","----------","110"
