"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","7041","0","143.6","94.3","1.4","169"
"","Haryana","7193","0","133.6","65.4","-1.4","191"
"","Rajasthan","7151","0","153.3","49.5","-0.4","342"
"","Delhi","4237","0","89.1","66.5","1.1","303"
"","UP","9309","4810","230.1","102.3","4.2","1471"
"","Uttarakhand","1660","70","35.5","14.0","0.6","146"
"","HP","1211","0","25.0","1.2","1.7","164"
"","J&K","1166","0","21.7","12.9","-1.6","95"
"","Chandigarh","228","0","4.7","4.4","0.3","37"
"WR","Chhattisgarh","3165","42","71.2","22.5","0.5","346"
"","Gujarat","10009","0","216.3","73.7","-1.0","258"
"","MP","6540","0","134.4","53.6","-0.8","351"
"","Maharashtra","15969","54","353.5","107.8","2.4","356"
"","Goa","362","0","7.9","7.2","0.4","50"
"","DD","266","0","6.0","6.2","-0.2","15"
"","DNH","639","0","14.8","14.7","0.2","35"
"","Essar steel","362","0","6.9","6.5","0.4","104"
"SR","Andhra Pradesh","6040","0","139.3","38.3","2.8","401"
"","Telangana","6397","0","145.3","59.2","-0.6","258"
"","Karnataka","7774","350","165.9","27.8","1.6","442"
"","Kerala","3109","150","60.4","33.1","2.3","244"
"","Tamil Nadu","12915","0","280.9","69.0","1.2","598"
"","Pondy","328","0","6.5","6.8","-0.3","30"
"ER","Bihar","2220","200","42.7","44.6","-1.9","385"
"","DVC","2405","0","56.6","-11.1","2.7","415"
"","Jharkhand","845","0","18.4","9.9","0.7","105"
"","Odisha","3520","0","74.8","21.8","1.1","385"
"","West Bengal","7173","0","145.6","44.2","2.4","365"
"","Sikkim","84","0","1.3","1.2","0.1","30"
"NER","Arunachal Pradesh","110","4","1.9","2.0","0.0","23"
"","Assam","1190","224","24.2","15.4","1.9","143"
"","Manipur","125","1","2.3","2.3","0.0","45"
"","Meghalaya","271","0","4.7","0.7","-0.4","44"
"","Mizoram","78","0","1.1","1.2","-0.1","12"
"","Nagaland","106","2","1.8","1.5","-0.1","24"
"","Tripura","238","1","2.8","1.9","-0.8","64"
