"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","1.1","4.8","1.1","94.5","4.4"
"SR GRID","0.0","0.2","2.6","9.9","2.8","92.2","5.0"
