"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","0.9","4.9","0.9","88.3","10.8"
"SR GRID","0.0","0.0","5.9","13.5","5.9","91.0","3.1"
