"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW)","37771","36301","27823","16383","2252","120530"
"Peak Shortage (MW)","492","213","1000","150","79","1934"
"Energy Met (MU)","783","891","624","331","38","2668"
"Hydro Gen(MU)","139","16","37","27","10","228"
"Wind Gen(MU)","12","39","32","----------","----------","84"
