"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.00","0.69","7.36","8.06","70.81","21.13"
"SR GRID","0.00","0.00","0.69","7.36","8.06","70.81","21.13"
