"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","7240","0","157.4","109.2","-2.2","129"
"","Haryana","8102","0","158.5","134.9","-1.1","180"
"","Rajasthan","7788","0","171.6","78.5","1.6","262"
"","Delhi","5021","0","102.3","81.6","-0.4","121"
"","UP","14032","10","315.7","166.4","1.9","400"
"","Uttarakhand","1833","75","39.7","16.0","1.0","151"
"","HP","1235","0","26.0","-0.3","0.7","220"
"","J&K","1821","455","34.2","14.9","-2.7","126"
"","Chandigarh","263","0","5.5","6.2","-0.7","0"
"WR","Chhattisgarh","3365","0","76.8","27.7","0.4","253"
"","Gujarat","10447","0","232.8","77.7","-1.1","658"
"","MP","6472","0","135.9","65.2","-2.3","209"
"","Maharashtra","18803","2","404.9","115.1","4.0","566"
"","Goa","402","0","8.4","7.3","0.4","80"
"","DD","313","0","7.1","7.0","0.1","36"
"","DNH","741","0","17.1","17.3","-0.3","13"
"","Essar steel","393","0","7.7","9.1","-1.4","80"
"SR","Andhra Pradesh","6878","0","158.0","20.5","3.8","641"
"","Telangana","7405","0","165.9","120.0","1.1","255"
"","Karnataka","8926","0","188.3","79.4","-1.3","653"
"","Kerala","3289","0","64.6","48.3","1.2","158"
"","Tamil Nadu","13140","0","283.4","105.2","-2.0","791"
"","Pondy","338","0","6.9","7.2","-0.2","20"
"ER","Bihar","3428","250","70.7","63.4","3.2","0"
"","DVC","2878","0","61.1","-21.8","1.0","0"
"","Jharkhand","1069","0","21.4","15.9","1.1","0"
"","Odisha","4048","0","77.9","20.8","0.4","0"
"","West Bengal","8229","0","156.0","51.0","1.5","0"
"","Sikkim","88","0","1.2","1.5","-0.3","0"
"NER","Arunachal Pradesh","110","2","2.2","1.9","0.3","24"
"","Assam","1601","56","30.9","21.5","5.0","316"
"","Manipur","127","1","1.2","1.7","-0.5","20"
"","Meghalaya","276","0","4.8","0.5","0.7","59"
"","Mizoram","73","2","1.1","1.0","0.1","19"
"","Nagaland","105","2","1.8","1.6","0.1","10"
"","Tripura","263","2","4.0","3.4","0.7","85"
