"","NR","WR","SR","ER","NER","Total"
"Thermal (Coal & Lignite)","552","1214","659","496","8","2930"
"Hydro","105","29","70","36","7","246"
"Nuclear","24","30","46","0","0","100"
"Gas, Naptha & Diesel","33","58","22","0","24","137"
"RES (Wind, Solar, Biomass & Others)","49","73","123","2","0","247"
"Total","763","1404","921","534","39","3660"
