"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5194","0","102.5","47.0","1.6","358"
"","Haryana","6097","0","109.0","61.4","-1.4","566"
"","Rajasthan","9707","0","217.7","79.0","1.7","436"
"","Delhi","3248","68","70.5","49.8","-0.1","449"
"","UP","10713","1100","237.7","92.8","0.5","326"
"","Uttarakhand","1931","0","36.4","25.4","1.0","152"
"","HP","1428","0","26.6","21.7","0.9","141"
"","J&K","2025","506","43.6","37.3","0.1","163"
"","Chandigarh","218","0","3.7","3.6","0.3","24"
"WR","Chhattisgarh","3452","96","73.6","28.9","-0.6","542"
"","Gujarat","13254","9","282.1","67.1","6.8","488"
"","MP","10537","0","210.5","118.6","-1.0","535"
"","Maharashtra","18146","14","373.7","97.3","-1.1","521"
"","Goa","415","0","8.1","7.9","-0.3","26"
"","DD","295","0","6.5","6.2","0.3","44"
"","DNH","682","0","15.9","16.1","-0.2","154"
"","Essar steel","583","0","11.7","10.8","0.9","211"
"SR","Andhra Pradesh","6426","0","136.3","28.1","1.6","250"
"","Telangana","6230","0","130.4","82.7","-1.3","358"
"","Karnataka","8817","500","183.0","44.8","2.5","459"
"","Kerala","3328","0","62.1","49.5","2.0","237"
"","Tamil Nadu","13044","0","276.0","123.4","0.8","480"
"","Pondy","308","0","6.3","6.5","-0.2","39"
"ER","Bihar","3381","0","65.7","63.8","-0.3","315"
"","DVC","2340","200","58.0","-19.3","0.1","112"
"","Jharkhand","963","185","23.3","10.9","0.3","179"
"","Odisha","3564","0","59.0","17.8","0.9","289"
"","West Bengal","6125","0","120.4","25.2","1.1","208"
"","Sikkim","90","0","1.7","1.3","0.4","39"
"NER","Arunachal Pradesh","96","6","1.7","1.4","0.3","46"
"","Assam","1292","35","22.3","15.9","1.6","211"
"","Manipur","131","3","2.4","2.4","0.0","21"
"","Meghalaya","360","2","5.4","5.0","-1.1","29"
"","Mizoram","87","3","1.5","1.2","0.3","30"
"","Nagaland","104","5","2.0","1.7","0.2","38"
"","Tripura","210","2","2.8","-0.7","0.3","48"
