"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5118","0","88.4","36.0","-0.2","156"
"","Haryana","6214","0","114.4","45.0","-3.9","21"
"","Rajasthan","9724","0","210.3","72.8","3.4","525"
"","Delhi","4206","0","70.7","50.1","-0.1","208"
"","UP","9918","3740","234.5","75.8","0.6","365"
"","Uttarakhand","1846","75","36.4","25.1","1.5","179"
"","HP","1351","0","25.2","20.2","0.7","112"
"","J&K","1954","345","42.8","34.7","3.7","275"
"","Chandigarh","234","0","4.0","3.7","0.3","35"
"WR","Chhattisgarh","3089","138","66.4","17.6","2.4","367"
"","Gujarat","11766","0","247.9","44.6","-0.9","527"
"","MP","9075","0","174.2","84.3","-1.2","641"
"","Maharashtra","17465","144","363.3","101.1","1.7","642"
"","Goa","358","0","7.6","6.8","0.2","95"
"","DD","249","0","5.5","5.6","-0.1","13"
"","DNH","641","0","14.9","14.9","1.1","31"
"","Essar steel","345","0","7.3","6.2","1.1","143"
"SR","Andhra Pradesh","5971","0","125.2","20.2","0.3","345"
"","Telangana","6019","100","121.7","65.5","3.4","330"
"","Karnataka","8173","800","176.4","31.4","1.4","596"
"","Kerala","3231","125","58.4","39.7","2.2","242"
"","Tamil Nadu","9812","698","206.2","75.2","0.9","532"
"","Pondy","225","0","4.5","4.8","-0.2","37"
"ER","Bihar","2733","150","54.6","54.7","-1.5","70"
"","DVC","2535","0","55.7","-21.1","-2.1","180"
"","Jharkhand","931","50","20.7","12.3","1.0","130"
"","Odisha","3435","0","63.8","18.0","3.5","360"
"","West Bengal","6005","0","106.3","19.0","2.8","230"
"","Sikkim","102","0","1.9","1.1","0.8","40"
"NER","Arunachal Pradesh","115","5","1.7","1.5","0.2","30"
"","Assam","1099","157","21.2","13.1","2.9","190"
"","Manipur","141","4","2.3","2.4","-0.1","44"
"","Meghalaya","332","3","4.9","5.3","-1.3","42"
"","Mizoram","81","4","1.2","1.1","0.1","24"
"","Nagaland","119","1","1.8","1.5","0.0","41"
"","Tripura","203","2","2.8","0.6","-0.1","83"
