"","NR","WR","SR","ER","NER"
"Schedule(MU)","103.1","-47.7","39.2","-99.1","8.0"
"Actual(MU)","103.8","-49.3","37.9","-98.6","4.6"
"O/D/U/D(MU)","0.7","-1.6","-1.3","0.5","-3.4"
