"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","234.6","-284.5","90.1","-35.7","-4.5","-0.1"
"Actual(MU)","255.8","-300.3","97.5","-45.2","-3.2","4.7"
"O/D/U/D(MU)","21.2","-15.7","7.4","-9.5","1.3","4.7"
