"Share of RES in total generation (%)","7.11","4.67","17.40","0.43","0.07","7.74"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","26.85","10.40","31.07","8.01","17.22","18.84"
