"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","218.8","-197.7","71.7","-81.5","-13.9","-2.6"
"Actual(MU)","216.6","-194.4","77.4","-82.6","-15.4","1.6"
"O/D/U/D(MU)","-2.2","3.3","5.7","-1.1","-1.5","4.2"
