"","NR","WR","SR","ER","NER","All India"
"Coal","629","1141","496","407","11","2683"
"Lignite","21","13","36","0","0","70"
"Hydro","344","9","34","78","18","483"
"Nuclear","27","31","59","0","0","117"
"Gas, Naptha & Diesel","45","41","16","0","29","131"
"RES (Wind, Solar, Biomass & Others)","62","141","283","2","0","488"
"Total","1128","1376","924","487","58","3972"
