"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW)","39640","42809","36259","17858","1895","138461"
"Peak Shortage (MW)","519","137","0","0","298","954"
"Energy Met (MU)","889","1017","886","399","29","3221"
"Hydro Gen(MU)","158","23","43","37","12","272"
"Wind Gen(MU)","5","43","35","----------","----------","83"
