"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4905","0","95.7","44.7","0.4","131"
"","Haryana","5446","0","96.8","67.9","-1.8","154"
"","Rajasthan","7835","0","169.5","43.2","-1.5","117"
"","Delhi","3307","0","65.2","51.0","-1.9","239"
"","UP","11633","1295","250.0","114.5","-3.1","349"
"","Uttarakhand","1565","75","32.0","21.8","1.5","218"
"","HP","1270","0","15.7","12.8","0.3","54"
"","J&K","1582","100","35.5","23.6","0.4","546"
"","Chandigarh","179","0","3.5","3.3","0.1","10"
"WR","Chhattisgarh","3223","641","79.3","22.3","0.6","356"
"","Gujarat","12087","35","271.1","48.2","-3.9","301"
"","MP","7032","32","151.9","76.3","-0.9","211"
"","Maharashtra","18276","102","406.9","130.0","3.7","380"
"","Goa","387","2","8.8","8.0","0.2","56"
"","DD","273","1","6.1","6.1","0.0","11"
"","DNH","616","3","14.4","14.6","-0.2","38"
"","Essar steel","621","2","12.7","12.7","0.0","55"
"SR","Andhra Pradesh","12190","1200","276.4","90.5","4.5","456"
"","Karnataka","9102","800","205.0","31.7","1.1","309"
"","Kerala","3512","150","70.1","25.6","1.2","188"
"","Tamil Nadu","11737","2344","266.3","91.1","5.5","516"
"","Pondy","328","0","6.9","7.0","-0.1","28"
"ER","Bihar","2260","0","40.2","37.5","0.2","170"
"","DVC","2530","0","57.0","-11.1","-1.4","150"
"","Jharkhand","989","0","21.2","10.3","0.3","110"
"","Odisha","3914","0","77.1","20.8","1.2","180"
"","West Bengal","7013","0","145.8","52.8","2.7","250"
"","Sikkim","95","0","1.7","1.1","0.6","21"
"NER","Arunachal Pradesh","95","5","1.5","0.9","0.6","51"
"","Assam","1075","150","16.9","11.0","1.2","162"
"","Manipur","102","8","1.5","1.3","0.2","38"
"","Meghalaya","246","18","3.6","3.2","-0.2","56"
"","Mizoram","62","13","0.9","0.9","-0.2","18"
"","Nagaland","91","4","1.4","1.4","-0.3","32"
"","Tripura","201","1","2.0","0.2","0.1","65"
