"Region","FVI","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.040","0.00","0.23","8.69","8.92","78.43","12.65"
"SR GRID","0.040","0.00","0.23","8.69","8.92","78.43","12.65"
