"","NR","WR","SR","ER","NER","All India"
"Thermal (Coal & Lignite)","555","1189","514","413","5","2675"
"Hydro","161","42","68","58","9","338"
"Nuclear","24","30","41","0","0","95"
"Gas, Naptha & Diesel","27","48","25","0","29","130"
"RES (Wind, Solar, Biomass & Others)","55","41","169","2","0","267"
"Total","823","1349","816","473","43","3504"
