"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW)","37135","42550","30459","15593","2070","127807"
"Peak Shortage (MW)","1560","678","1823","607","120","4788"
"Energy Met (MU)","773","1005","715","312","35","2841"
"Hydro Gen(MU)","112","33","96","24","8","274"
"Wind Gen(MU)","9","28","16","----------","----------","54"
