"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","102.8","-115.8","45.8","-42.7","10.0","0.1"
"Actual(MU)","113.9","-128.5","38.8","-32.0","3.2","-4.6"
"O/D/U/D(MU)","11.1","-12.7","-7.0","10.7","-6.8","-4.7"
