"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","1.3","1.7","1.3","94.7","4.0"
"SR GRID","0.0","0.2","18.3","16.5","18.5","78.0","3.5"
