"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW)","35230","38206","30557","13856","1782","119631"
"Peak Shortage (MW)","2491","601","2034","855","281","6262"
"Energy Met (MU)","766","890","719","294","33","2702"
"Hydro Gen(MU)","108","55","95","33","7","298"
"Wind Gen(MU)","5","23","23","----------","----------","51"
