"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","0.0","0.4","0.0","75.7","24.3"
"SR GRID","0.0","0.1","8.1","28.8","8.2","86.5","5.3"
