"Share of RES in total generation (%)","4.78","4.55","18.65","0.34","0.06","7.09"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","37.16","15.79","44.25","25.41","37.04","29.84"
