"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","143.0","-142.2","56.7","-59.8","4.4","2.1"
"Actual(MU)","136.3","-152.4","55.8","-46.0","6.0","-0.3"
"O/D/U/D(MU)","-6.7","-10.2","-0.9","13.8","1.6","-2.4"
