"","NR","WR","SR","ER","NER"
"Schedule(MU)","86.9","-56.4","42.2","-77.3","4.7"
"Actual(MU)","85.8","-59.4","42.5","-73.2","4.0"
"O/D/U/D(MU)","-1.1","-3.1","0.3","4.1","-0.7"
