"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.28","2.08","15.07","17.43","56.60","25.97"
"SR GRID","0.00","0.28","2.08","15.07","17.43","56.60","B. Frequency Profile (%)25.97"
