"","NR","WR","SR","ER","NER"
"Schedule(MU)","100.6","-72.3","32.2","-65.2","6.1"
"Actual(MU)","106.6","-95.2","40.2","-64.8","9.9"
"O/D/U/D(MU)","6.0","-22.8","8.0","0.4","3.8"
