"","NR","WR","SR","ER","NER"
"Schedule(MU)","89.2","-60.5","32.7","-67.5","7.5"
"Actual(MU)","64.5","-74.2","33.4","-51.2","7.6"
"O/D/U/D(MU)","-24.7","-13.7","0.7","16.3","0.1"
