"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","0.3","2.2","0.3","75.6","24.1"
"SR GRID","0.0","0.0","0.3","3.7","0.3","89.7","9.9"
