"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","8140","0","176.4","116.9","-1.5","116"
"","Haryana","8387","0","160.7","120.5","0.0","229"
"","Rajasthan","9107","0","203.0","64.4","0.6","263"
"","Delhi","4969","3","99.4","89.7","0.9","197"
"","UP","11912","4655","270.7","135.4","0.8","702"
"","Uttarakhand","1805","75","37.2","12.6","2.1","202"
"","HP","1205","0","25.1","0.9","1.7","184"
"","J&K","1809","452","32.4","18.9","-1.1","176"
"","Chandigarh","289","0","5.6","6.1","-0.8","15"
"WR","Chhattisgarh","3656","96","84.5","28.1","4.4","326"
"","Gujarat","13622","52","296.8","90.2","-1.8","473"
"","MP","7245","0","153.6","86.6","-1.8","229"
"","Maharashtra","18928","21","408.8","120.9","1.9","569"
"","Goa","394","0","8.3","7.4","0.5","67"
"","DD","296","0","6.6","6.1","0.5","31"
"","DNH","700","0","16.3","16.3","-0.1","30"
"","Essar steel","374","0","4.7","4.4","0.4","112"
"SR","Andhra Pradesh","5899","0","132.1","20.7","3.0","457"
"","Telangana","6244","0","143.3","91.6","0.8","346"
"","Karnataka","7197","800","157.6","19.6","4.0","751"
"","Kerala","3406","0","63.2","37.1","1.7","293"
"","Tamil Nadu","12405","0","259.1","101.9","2.6","366"
"","Pondy","313","0","6.2","6.4","-0.2","28"
"ER","Bihar","3109","300","64.6","61.0","3.6","420"
"","DVC","2631","0","60.1","-13.9","-0.7","350"
"","Jharkhand","963","0","23.1","12.3","-0.7","145"
"","Odisha","3087","0","67.8","17.9","0.2","375"
"","West Bengal","7464","0","149.4","54.2","1.6","380"
"","Sikkim","88","0","1.1","1.0","0.1","25"
"NER","Arunachal Pradesh","103","5","1.9","1.8","0.0","24"
"","Assam","1262","199","25.1","17.3","1.4","239"
"","Manipur","130","5","2.1","2.3","-0.2","25"
"","Meghalaya","283","1","4.3","-0.6","-1.0","62"
"","Mizoram","75","4","1.1","1.3","-0.2","9"
"","Nagaland","119","2","1.7","1.6","0.0","25"
"","Tripura","234","18","4.0","1.3","0.6","52"
