"","NR","WR","SR","ER","NER","All India"
"Thermal (Coal & Lignite)","533","1104","444","387","8","2477"
"Hydro","347","36","187","120","25","714"
"Nuclear","27","27","24","0","0","78"
"Gas, Naptha & Diesel","21","39","22","0","17","98"
"RES (Wind, Solar, Biomass & Others)","45","66","240","1","0","352"
"Total","973","1272","918","507","50","3720"
