"Share of RES in total generation (%)","6.08","4.09","13.77","0.38","0.07","6.15"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","31.25","11.43","41.80","19.32","28.99","24.15"
