"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5011","0","93.6","33.8","0.8","223"
"","Haryana","5499","35","108.5","57.5","0.8","235"
"","Rajasthan","9499","0","193.3","74.7","-3.5","2"
"","Delhi","3815","0","67.6","45.3","-1.3","439"
"","UP","10601","1345","236.4","93.7","-2.0","274"
"","Uttarakhand","1738","40","34.7","25.9","0.7","188"
"","HP","1283","10","24.6","20.4","-0.4","76"
"","J&K","1916","100","41.0","32.8","2.6","320"
"","Chandigarh","221","0","4.0","3.2","0.7","69"
"WR","Chhattisgarh","2943","8","64.1","12.9","-2.0","175"
"","Gujarat","10264","3","207.9","26.2","2.6","550"
"","MP","8605","8","171.0","84.8","-1.2","809"
"","Maharashtra","17432","390","364.5","116.7","7.1","812"
"","Goa","412","0","7.8","7.1","0.2","63"
"","DD","234","0","5.5","5.7","-0.2","0"
"","DNH","6212","1","14.3","14.3","0.0","38"
"","Essar steel","357","0","6.5","6.4","0.2","40"
"SR","Andhra Pradesh","11159","0","258.4","88.8","5.6","427"
"","Karnataka","8665","300","177.5","19.3","-0.1","273"
"","Kerala","3340","150","60.5","35.6","3.3","322"
"","Tamil Nadu","9987","634","202.1","71.6","-5.6","380"
"","Pondy","260","0","4.4","5.9","-1.5","0"
"ER","Bihar","2024","150","40.9","38.9","1.3","150"
"","DVC","2726","0","58.0","-17.3","-1.3","210"
"","Jharkhand","1019","0","22.1","11.7","-1.5","50"
"","Odisha","3800","0","67.5","13.6","2.0","180"
"","West Bengal","5915","5","109.4","26.2","4.7","320"
"","Sikkim","107","0","1.4","1.3","0.0","22"
"NER","Arunachal Pradesh","116","2","1.6","1.4","0.2","40"
"","Assam","985","157","18.1","12.5","0.8","237"
"","Manipur","118","4","1.6","1.8","-0.2","43"
"","Meghalaya","285","13","5.0","3.8","0.2","37"
"","Mizoram","77","1","1.2","1.1","-0.1","30"
"","Nagaland","100","2","1.6","1.5","-0.2","22"
"","Tripura","195","15","2.4","0.8","-0.4","41"
