"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW)","36706","44044","33326","17066","2244","133386"
"Peak Shortage (MW)","1113","406","1500","400","78","3497"
"Energy Met (MU)","772","1013","782","341","40","2948"
"Hydro Gen(MU)","147","32","43","37","13","273"
"Wind Gen(MU)","10","34","9","----------","----------","52"
