"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.0","0.4","5.4","23.4","29.2","58.6","12.3"
"SR GRID","0.0","0.4","5.4","23.4","29.2","58.6","12.3"
