"","NR","WR","SR","ER","NER"
"Schedule(MU)","112.5","-120.8","39.2","-40.8","6.2"
"Actual(MU)","117.4","-127.0","44.3","-39.7","7.6"
"O/D/U/D(MU)","4.9","-6.2","5.1","1.1","1.4"
