"","NR","WR","SR","ER","NER"
"Schedule(MU)","137.1","-109.2","37.5","-75.8","8.5"
"Actual(MU)","142.0","-131.2","43.3","-75.3","11.9"
"O/D/U/D(MU)","4.9","-22.0","5.8","0.5","3.4"
