"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW)","38926","37198","30970","15199","2154","124447"
"Peak Shortage (MW)","1319","84","1326","350","103","3182"
"Energy Met (MU)","826","860","738","300","35","2760"
"Hydro Gen(MU)","90","39","53","19","7","208"
"Wind Gen(MU)","28","15","18","----------","----------","62"
