"","NR","WR","SR","ER","NER"
"Schedule(MU)","63.9","-68.7","35.9","-33.6","2.1"
"Actual(MU)","53.3","-68.2","43.3","-32.2","3.3"
"O/D/U/D(MU)","-10.7","0.5","7.4","1.3","1.2"
